ID,smiles
103626969,CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC5=C(C=C4)OCC(=O)N5
377003148,C1CN(CCN1)C2=C(C=C(C=C2)NC3=NC=C4C(=N3)C=CN(C4=O)C5=C(C=CC=C5Cl)Cl)CO
377003149,C1COCCN1C2=CC=C(C=C2)NC3=NC=C4C(=N3)C=CN(C4=O)C5=C(C=CC=C5Cl)Cl
377003131,CC1=CN(C(=O)C2=CN=C(N=C12)NC3=CC=C(C=C3)N4CCNCC4)C5=C(C=CC=C5Cl)Cl
377003143,COC1=C(C=CC(=C1)NC2=NC=C3C(=N2)C=CN(C3=O)C4=C(C=CC=C4Cl)Cl)N5CCNCC5
377003150,CNCC1=C(C=CC(=C1)NC2=NC=C3C(=N2)C=CN(C3=O)C4=C(C=CC=C4Cl)Cl)N5CCOCC5
377003146,CNCCOC1=CC=C(C=C1)NC2=NC=C3C(=N2)C=CN(C3=O)C4=C(C=CC=C4Cl)Cl
336951486,COCCN1CCC(CC1)CNC(=O)C2=NNC3=C2C=C(C=C3)C4=C(C(=CC=C4)F)F
377003140,CN1CCC(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)C=CN(C4=O)C5=C(C=CC=C5Cl)Cl
377003141,CN(C)CCC1=CC=C(C=C1)NC2=NC=C3C(=N2)C=CN(C3=O)C4=C(C=CC=C4Cl)Cl
377003147,CC(C)N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)C=CN(C4=O)C5=C(C=CC=C5Cl)Cl
377003136,CC1=C(C=CC(=C1)NC2=NC=C3C(=N2)C=CN(C3=O)C4=C(C=CC=C4Cl)Cl)N5CCNCC5
377003142,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC=C4C(=N3)C=CN(C4=O)C5=C(C=CC=C5Cl)Cl)OC
377003145,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)C=CN(C4=O)C5=C(C=CC=C5Cl)Cl
103175412,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
103228145,C1=CC=C(C=C1)COC2=CC=C(C=C2)CCNC3=CC=NC=C3
103496023,CC(C)N1CCN(CC1)C2=NC(=C3CNC(=O)N(C3=N2)C4=C(C=CC=C4Cl)Cl)C5=C(C=C(C=C5)Cl)Cl
170466521,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O
103189735,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
50106928,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
103183978,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
103237480,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
441292490,C1CN(CCN1)C2=CC3=CN=C(C=C3C=C2)C(=O)NC4=C(C=CC(=C4)C5=CC=CC=C5)N
482607570,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=NC=C(C=C2)F)C3CCN(CC3)C
103463555,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
103688430,C1C[N+]2(CCC1C(C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5
103193760,CN(C)CCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-]
485658872,CC(C)COC1=CN=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C
144209825,CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC
485658901,CCN1CCC(CC1)N(CC2=NC=C(C=C2)F)C(=O)NCC3=CC=C(C=C3)OCC(F)(F)F
482607581,CN1CCC(CC1)N(CC2=NC=C(C=C2)F)C(=O)NCC3=CC=C(C=C3)OCCCC(F)(F)F
103495627,CN(C)CCNC1=NC(=C2CNC(=O)N(C2=N1)C3=C(C=CC=C3Cl)Cl)C4=C(C=C(C=C4)Cl)Cl
482607593,CN1CCC(CC1)N(CC2=NC=C(C=C2)F)C(=O)NCC3=CC(=C(C=C3)OCC(F)(F)F)F
104234319,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2
482607590,CC(C)C1=CC2=C(O1)C=CC(=C2)CNC(=O)N(CC3=NC=C(C=C3)F)C4CCN(CC4)C
50106349,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
249870692,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C
482607571,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=NN=C(C=C2)F)C3CCN(CC3)C
103175813,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
